text,label
Welcome to the club nobody wants to belong to.,2
The last PET Scan he had (2 weeks ago) showed that the cancer is almost completely gone.,0
I just came to this site to possibly get more info on recovery after a lobectomy.,0
"I just saw my onc today, and left upbeat.",0
Its weird but all lab work and mammograms are clear,0
"You can be a great help to your Nan and help in her battle with cancer, you can be part of her cure.",2
They will teach you exercises to do and will teach you how to do lymphedema massage.,0
that whatever you want to do is possible.,2
The lump became more prominant after she stopped breast feeding.,0
I am at a loss as how to help her.,1
"Happy Happy Happy for you Cousin, Your news couldnt be any better, Go Get'm Tiger -",0
Listen to your body and strike a balance between the exercise you need/want and what the body will take.,0
We have fought a huge battle and WON!,2
"I'm so-o-o-0 much better today, and I don't have to face another infusion until next Tuesday.",0
I get lab work done before each appt.,0
I had a bi-lateral masectomy in March of this year and the pain shoots across all the time.,1
Someone brought up hair loss (impending) and I wondered if there were suggestions for hat/scarves or wigs.,0
If you want to e-mail me my e-mail is EMAIL.,0
"They all have debunked the so-called ""cancer"" diets.",0
I began having pain in my mid back radiating down my left leg.,0
"I could see the tumor, which he described as fluffy.",0
Wishing you all the luck and faith there is.,2
Please consider taking a mild antidepressant if you are not already taking one.,0
"Once the tests are done, sit down with a doctor that you trust, go over options, research it,and call your local cancer research center.",0
She actually was quite the hypochondriac until two years ago.,0
"Of the four, only KRAS does not have a targeted therapy yet.",0
One gets sick and tired of being sick and tired.,1
"And the doctors say, ""learn to live with it""????",1
Do they both make your eyelashes and eyebrows fall out?,0
My first recurrence was a  tumor in the axilla.,0
"You will have your days, but don't forget about the finish line.",0
":) I'm up for a virtual party as well, sounds like a load of fun :)",0
"thanks for you ideas and encouragement, I wish my dad could get on this website, but he's not computer savy.",0
"Enjoy it, you worked hard to get there.",2
My daughter was diagnosed  a couple of years ago with DCIS but opted not to have radiation.,0
"First the Hilar Lymph node biopsy this Friday, then full node evaluation and wedge resection if NEGATIVE?",0
"you do make me laugh so hard at times, please don't stop...",0
I've been told that about 40% of the women that have the tram wind up with a hernia.,0
"ALTHOUGH YOU ARE FACING A TERRIBLE SITUATION, THERE IS HOPE.",2
"The best thing ""in my opinion"" at this time  is to be there for him with love and understanding.",2
"She's due for scans at the end of the month, and hopefully the scans will show that it is under control.",0
"However, after this long battle of his and ours, he is slipping, His looks are changing, he is tired and not eating well.",1
Wishing you all of best and we'll all be here for you it's a great bunch of people to get advise from Keep in touch.,2
"I had more chemo and radiation, I AM IN REMISSION..",0
Thank you quail for your service and please pat yourself on the back for me for doing what you do in the first place.,2
I also use plastic silverware and have not had any metal taste at all!,0
"He has lung Squsmaous cell, BAC and Carcinoid tumorlet all in his upper left lung..",0
"I also had my entire left lung removed on July 31, 2007.",0
Has anyone heard/experienced NSLC spreading to the ovary?,0
Rememembe always that you have a team here that is watching your back!!,2
"Just because I have cancer twice now and my personal life is the pits, well it does not mean I get on the pity bus.",1
I bet we all left cookies for santa disneyfan.,0
The people I have talked to haven't had lung sugery.,0
"What do you think , that the single lung nodule that was taken out by Vats surgery was a simple inflamed lymph node?",0
"They can shoot up for many, many benign reasons.",0
I am not afraid really anymore about the chemo.,0
The cure word from the dr is very encouraging.,0
I had my entire left lung removed in Dec. 2004.,0
Some are highly aggressive and double every 22 days (I've heard of aggressive breast cancer that was this quick but that's rare).,0
My eyelashes thinned out considerably and my eyebrows stayed the same.,0
I found the lump on my left breast dr found another one.,0
Just describe what you described so very well here.,0
I am only 57 and have a whole lot of living I still want to do.,1
Thank you for taking the time to write me back.,0
"Also my dad recently lost his voice has 4 lymphnodes pressing on left vocal cord, did the rad.",0
I am for anything that will improve our odds.,1
"Thank God it healed over, for if it could have been very serious had my colon perforated.",1
The medication I took for acid reflux caused diarrhrea so I stopped taking it.,0
I hope that is a positive sign as this is his fourth line chemotherapy and none of the others really helped the coughing!,0
My dads cancer has remained confined to left lung.,0
It's great for us that are in the midst of treatment to hear stories like yours.,1
He's my son's almost 3 year old yellow lab and he is so much fun.,0
"The Physiatrist is saying it's neuropathy and has put him on neurontin, but I don't know because it's not helping much.",0
On way home about an hour from chemo dr.,0
"I was stage 3, (lump was 2.5 cm) and also her2 pos.",0
